analysis_drug_name,a_psss,b_psss,c_psss,d_psss,total_exposed_psss,ror_psss,lower_ci_psss,upper_ci_psss,se_logror_psss,a_ps,b_ps,c_ps,d_ps,total_exposed_ps,ror_ps,lower_ci_ps,upper_ci_ps,se_logror_ps,total_exposed_psss_for_broad,shock_count_psss,broad_count_psss,pubchem_cid,canonical_smiles,inchikey,in_scope,exclude_reason,n_raw_names_mapped,raw_names_mapped,expected_shock,expected_broad,positive_high_flag,positive_moderate_flag,negative_high_flag,negative_moderate_flag,negative_expanded_flag,faers_signal_class,structure_available,in_scope_bool,usable_for_model,model_label,label_weight
ENULOSE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ENVARSUS XR,0.0,70.0,543.0,399901.0,70.0,5.218364031396191,0.3227883300884217,84.36278708313276,1.4198685939839084,0.0,29.0,543.0,399942.0,29.0,12.47228415948108,0.7610874149572738,204.38896912199684,1.4267938645253266,70,0,0,,,,,,,,0.09490304958128805,0.34623009432878754,False,False,False,False,False,uncertain,False,,False,,
ENZALUTAMIDE,0.0,167.0,543.0,399804.0,167.0,2.1958533001963505,0.13660026021728594,35.29840798482636,1.4169730332222799,0.0,95.0,543.0,399876.0,95.0,3.8520593207685305,0.23888559921443023,62.114924715074174,1.4185604080769838,167,0,0,,,,,,,,0.22641156114393005,0.8260060821843931,False,False,False,False,False,uncertain,False,,False,,
EOHILIA,0.0,20.0,543.0,399951.0,20.0,17.948324993829516,1.0841296924429007,297.14375718114746,1.4319996209884218,0.0,19.0,543.0,399952.0,19.0,18.868799094190077,1.1377800242588691,312.9177623669578,1.4328728059328593,20,0,0,,,,,,,,0.027115157023225155,0.09892288409393929,False,False,False,False,False,uncertain,False,,False,,
EOVIST,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
EPALRESTAT,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
EPCLUSA,0.0,88.0,543.0,399883.0,88.0,4.156814744359378,0.2576375768804982,67.06750245108155,1.4188523045615178,0.0,83.0,543.0,399888.0,83.0,4.405780894512723,0.2729408168747661,71.11763463124555,1.4190907212029134,88,0,0,,,,,,,,0.11930669090219068,0.4352606900133329,False,False,False,False,False,uncertain,False,,False,,
EPCORITAMAB,0.0,188.0,543.0,399783.0,188.0,1.951119939287309,0.12143166871933533,31.349886381643305,1.4167383200664123,0.0,60.0,543.0,399911.0,60.0,6.081055600751177,0.3755431581935556,98.46867507134318,1.4206939686561728,188,0,0,,,,,,,,0.2548824760183165,0.9298751104830294,False,False,False,False,False,uncertain,False,,False,,
EPERISONE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
EPHEDRA,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
EPHEDRINE,3.0,33.0,540.0,399938.0,36.0,67.32962962962964,20.587130956723733,220.19964975170743,0.6045582816203707,1.0,4.0,542.0,399967.0,5.0,184.48662361623616,20.586005877506206,1653.3228687410565,1.1188599191393227,36,3,5,9294.0,CC(C(C1=CC=CC=C1)O)NC,KWGRBVOPPLSCSI-WPRPVWTQSA-N,True,,1.0,EPHEDRINE,0.04880728264180528,0.17806119136909074,False,True,False,False,False,positive_moderate,True,True,True,1.0,0.5
EPHEDRINE HYDROCHLORIDE,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,0.0,0.0,0.0,0.0,0.0,,,,,3,0,0,,,,,,,,0.004067273553483773,0.014838432614090895,False,False,False,False,False,uncertain,False,,False,,
EPHEDRINE HYDROCHLORIDE\GUAIFENESIN\THEOPHYLLINE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
EPICOCCUM NIGRUM,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
EPIDIOLEX,0.0,457.0,543.0,399514.0,457.0,0.8033631441627581,0.05010687642422651,12.880314788231889,1.4156370374466518,0.0,439.0,543.0,399532.0,439.0,0.8363030666486652,0.05215815278076255,13.409271264375027,1.4156686555065616,457,0,0,,,,,,,,0.6195813379806948,2.2603879015465127,False,False,False,False,False,uncertain,False,,False,,
EPIDUO,0.0,4.0,543.0,399967.0,4.0,81.76786261882857,4.396803636337028,1520.6463399902284,1.491329825634929,0.0,4.0,543.0,399967.0,4.0,81.76786261882857,4.396803636337028,1520.6463399902284,1.491329825634929,4,0,0,,,,,,,,0.005423031404645031,0.01978457681878786,False,False,False,False,False,uncertain,False,,False,,
EPILIM,0.0,12.0,543.0,399959.0,12.0,29.435841766329347,1.7405639562687212,497.8092171630649,1.442859115317949,0.0,0.0,0.0,0.0,0.0,,,,,12,0,0,,,,,,,,0.016269094213935093,0.05935373045636358,False,False,False,False,False,uncertain,False,,False,,
EPINASTINE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
EPINASTINE HYDROCHLORIDE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
EPINEPHRINE,2.0,308.0,541.0,399663.0,310.0,4.797068919989438,1.1912803882319394,19.31692190222498,0.7107022472106509,1.0,155.0,542.0,399816.0,156.0,4.759147720509463,0.6649471314312432,34.06208697656804,1.0041409923431766,310,2,15,,,,,,,,0.4202849338599899,1.533304703456059,False,False,False,False,False,uncertain,False,,False,,
EPINEPHRINE BITARTRATE,0.0,8.0,543.0,399963.0,8.0,43.288435521402675,2.4953427032235433,750.9544270091255,1.4558466558860583,0.0,0.0,0.0,0.0,0.0,,,,,8,0,0,,,,,,,,0.010846062809290062,0.03956915363757572,False,False,False,False,False,uncertain,False,,False,,
EPINEPHRINE BITARTRATE\LIDOCAINE HYDROCHLORIDE,0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,5,0,0,,,,,,,,0.006778789255806289,0.024730721023484822,False,False,False,False,False,uncertain,False,,False,,
EPINEPHRINE BITARTRATE\LIDOCAINE HYDROCHLORIDE\TETRACAINE HYDROCHLORIDE,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
EPINEPHRINE HYDROCHLORIDE,0.0,52.0,543.0,399919.0,52.0,7.007832829543961,0.43202641712498446,113.67295845852583,1.4215801229455163,0.0,0.0,0.0,0.0,0.0,,,,,52,0,0,,,,,,,,0.07049940826038541,0.2571994986442422,False,False,False,False,False,uncertain,False,,False,,
EPINEPHRINE\LIDOCAINE,1.0,7.0,542.0,399964.0,8.0,105.42013705851345,12.947886721576639,858.3180820477941,1.0699087164484398,1.0,5.0,542.0,399966.0,6.0,147.5889298892989,17.213712485191742,1265.4151302112755,1.0962880637235373,8,1,2,,,,,,,,0.010846062809290062,0.03956915363757572,False,False,False,False,False,uncertain,False,,False,,
EPINEPHRINE\LIDOCAINE HYDROCHLORIDE,0.0,9.0,543.0,399962.0,9.0,38.7316612598654,2.2513867255813804,666.3189255331393,1.4515872638364107,0.0,6.0,543.0,399965.0,6.0,56.60823720897318,3.184931829830963,1006.1416354011728,1.468226338295544,9,0,1,,,,,,,,0.01220182066045132,0.044515297842272684,False,False,False,False,False,uncertain,False,,False,,
EPIPEN,0.0,40.0,543.0,399931.0,40.0,9.084500323690756,0.5578778353762961,147.93229072359748,1.4235637621321475,0.0,33.0,543.0,399938.0,33.0,10.98294635378764,0.6720713501165121,179.48259599113297,1.4253747482876338,40,0,2,,,,,,,,0.05423031404645031,0.19784576818787858,False,False,False,False,False,uncertain,False,,False,,
EPIPEN JR,1.0,7.0,542.0,399964.0,8.0,105.42013705851345,12.947886721576639,858.3180820477941,1.0699087164484398,1.0,6.0,542.0,399965.0,7.0,122.99046740467405,14.78169059133304,1023.3372819540293,1.080978346376846,8,1,1,,,,,,,,0.010846062809290062,0.03956915363757572,False,False,False,False,False,uncertain,False,,False,,
EPIRUBICIN,0.0,259.0,543.0,399712.0,259.0,1.4170358041169682,0.08828053215670116,22.745563728423914,1.4162259681097213,0.0,60.0,543.0,399911.0,60.0,6.081055600751177,0.3755431581935556,98.46867507134318,1.4206939686561728,259,0,1,,,,,,,,0.3511412834507658,1.2810513490165139,False,False,False,False,False,uncertain,False,,False,,
EPIRUBICIN HYDROCHLORIDE,1.0,174.0,542.0,399797.0,175.0,4.239269203036858,0.5927172664506631,30.32036418212336,1.0037901404956917,1.0,73.0,542.0,399898.0,74.0,10.107112167012081,1.4022286744287666,72.85096804783183,1.0077430968380947,175,1,1,,,,,,,,0.23725762395322011,0.8655752358219688,False,False,False,False,False,uncertain,False,,False,,
EPIVAL,0.0,17.0,543.0,399954.0,17.0,21.025338415034827,1.2627501674050474,350.08101117514235,1.4349164727712231,0.0,0.0,0.0,0.0,0.0,,,,,17,0,0,,,,,,,,0.023047883469741383,0.0840844514798484,False,False,False,False,False,uncertain,False,,False,,
EPIVIR,0.0,14.0,543.0,399957.0,14.0,25.37559876915268,1.5117816005431417,425.9352095975239,1.4390302095195837,0.0,6.0,543.0,399965.0,6.0,56.60823720897318,3.184931829830963,1006.1416354011728,1.468226338295544,14,0,0,,,,,,,,0.018980609916257607,0.0692460188657575,False,False,False,False,False,uncertain,False,,False,,
EPKINLY,0.0,212.0,543.0,399759.0,212.0,1.7306542561826939,0.10775522042905857,27.796000439859544,1.4165268477017705,0.0,212.0,543.0,399759.0,212.0,1.7306542561826939,0.10775522042905857,27.796000439859544,1.4165268477017705,212,0,0,,,,,,,,0.28742066444618664,1.0485825713957566,False,False,False,False,False,uncertain,False,,False,,
EPLERENONE,0.0,86.0,543.0,399885.0,86.0,4.252947338753849,0.2635482731126234,68.63092234523577,1.4189443684515586,0.0,31.0,543.0,399940.0,31.0,11.68033469137425,0.7138155720080891,191.12810626800774,1.426039430913783,86,0,0,,,,,,,,0.11659517519986817,0.42536840160393896,False,False,False,False,False,uncertain,False,,False,,
EPLERENONE\TORSEMIDE,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
EPLONTERSEN SODIUM,0.0,24.0,543.0,399947.0,24.0,15.017836021253027,0.9120822953931113,247.27527318577995,1.429216132452235,0.0,24.0,543.0,399947.0,24.0,15.017836021253027,0.9120822953931113,247.27527318577995,1.429216132452235,24,0,0,,,,,,,,0.032538188427870186,0.11870746091272716,False,False,False,False,False,uncertain,False,,False,,
EPOETIN ALFA,0.0,29.0,543.0,399942.0,29.0,12.47228415948108,0.7610874149572738,204.38896912199684,1.4267938645253266,0.0,10.0,543.0,399961.0,10.0,35.04284400052569,2.0508136365112293,598.7871807475451,1.448130008625499,29,0,0,,,,,,,,0.03931697768367647,0.14343818193621197,False,False,False,False,False,uncertain,False,,False,,
EPOETIN BETA,0.0,13.0,543.0,399958.0,13.0,27.25534089747521,1.6181336719140296,459.0804952219374,1.4408041160186973,0.0,0.0,0.0,0.0,0.0,,,,,13,0,0,,,,,,,,0.017624852065096352,0.06429987466106055,False,False,False,False,False,uncertain,False,,False,,
EPOGEN,0.0,10.0,543.0,399961.0,10.0,35.04284400052569,2.0508136365112293,598.7871807475451,1.448130008625499,0.0,8.0,543.0,399963.0,8.0,43.288435521402675,2.4953427032235433,750.9544270091255,1.4558466558860583,10,0,0,,,,,,,,0.013557578511612578,0.049461442046969645,False,False,False,False,False,uncertain,False,,False,,
EPOPROSTENOL,0.0,76.0,543.0,399895.0,76.0,4.809008423976766,0.2976956657093492,77.68524935280307,1.4194767777181407,0.0,45.0,543.0,399926.0,45.0,8.086102489966336,0.49749508300910145,131.42854213303576,1.422610434672973,76,0,0,,,,,,,,0.10303759668825559,0.3759069595569693,False,False,False,False,False,uncertain,False,,False,,
EPOPROSTENOL SODIUM,0.0,41.0,543.0,399930.0,41.0,8.86557453364516,0.5446566895678135,144.30817305114823,1.4233547738984695,0.0,29.0,543.0,399942.0,29.0,12.47228415948108,0.7610874149572738,204.38896912199684,1.4267938645253266,41,0,0,,,,,,,,0.05558607189761157,0.20279191239257555,False,False,False,False,False,uncertain,False,,False,,
EPREX,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,0.0,0.0,0.0,0.0,0.0,,,,,3,0,0,,,,,,,,0.004067273553483773,0.014838432614090895,False,False,False,False,False,uncertain,False,,False,,
EPSOLAY,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
EPSOM SALT,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
EPTIFIBATIDE,0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,5,0,0,,,,,,,,0.006778789255806289,0.024730721023484822,False,False,False,False,False,uncertain,False,,False,,
EPTINEZUMAB,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
EPYSQLI,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
EQUATE COOL AND HEAT EXTRA STRENGTH,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
EQUATE HAIR REGROWTH TREATMENT,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
EQUATE NICOTINE,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
EQUATE PAIN RELIEVER EXTRA STRENGTH,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
EQUINE THYMOCYTE IMMUNE GLOBULIN,0.0,4.0,543.0,399967.0,4.0,81.76786261882857,4.396803636337028,1520.6463399902284,1.491329825634929,0.0,0.0,0.0,0.0,0.0,,,,,4,0,0,,,,,,,,0.005423031404645031,0.01978457681878786,False,False,False,False,False,uncertain,False,,False,,
ERAVACYCLINE,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,0.0,0.0,0.0,0.0,0.0,,,,,3,0,0,,,,,,,,0.004067273553483773,0.014838432614090895,False,False,False,False,False,uncertain,False,,False,,
ERBITUX,2.0,147.0,541.0,399824.0,149.0,10.055050485998466,2.4848290228547523,40.68853001395739,0.7131995870893431,2.0,123.0,541.0,399848.0,125.0,12.017732894519334,2.96444368184431,48.71939541592453,0.714129547831949,149,2,4,,,,,,,,0.2020079198230274,0.7369754864998478,False,False,False,False,False,uncertain,False,,False,,
ERDAFITINIB,0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,5,0,0,,,,,,,,0.006778789255806289,0.024730721023484822,False,False,False,False,False,uncertain,False,,False,,
ERELZI,2.0,1256.0,541.0,398715.0,1258.0,1.173560992264855,0.29242400644083033,4.7097549183067695,0.7089761034312598,2.0,195.0,541.0,399776.0,197.0,7.579051139864449,1.8772719878844835,30.59866473872686,0.7120246732835032,1258,2,7,,,,,,,,1.7055433767608623,6.222249409508781,False,False,False,False,False,uncertain,False,,False,,
ERENUMAB,0.0,79.0,543.0,399892.0,79.0,4.627501692385135,0.28655729657247103,74.72771473334895,1.4193030132523503,0.0,8.0,543.0,399963.0,8.0,43.288435521402675,2.4953427032235433,750.9544270091255,1.4558466558860583,79,0,0,,,,,,,,0.10710487024173937,0.3907453921710602,False,False,False,False,False,uncertain,False,,False,,
ERENUMAB-AOOE,0.0,74.0,543.0,399897.0,74.0,4.938134018263431,0.3056149756363293,79.79048648240324,1.4196003824441863,0.0,0.0,0.0,0.0,0.0,,,,,74,0,0,,,,,,,,0.10032608098593307,0.3660146711475754,False,False,False,False,False,uncertain,False,,False,,
ERGOCALCIFEROL,0.0,600.0,543.0,399371.0,600.0,0.6118352767970879,0.03817477109205943,9.806015733025168,1.4154531815893707,0.0,11.0,543.0,399960.0,11.0,31.995560177592896,1.8830114022506315,543.6588805858489,1.4452677773993903,600,0,0,5280793.0,CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,MECHNRXZTMCUDQ-RKHKHRCZSA-N,True,,1.0,ERGOCALCIFEROL,0.8134547106967547,2.9676865228181786,False,False,False,False,True,negative_expanded,True,True,True,0.0,0.6
ERGOCALCIFEROL\HEXACHLOROPHENE\LIDOCAINE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ERGOCALCIFEROL\PHYTONADIONE\RETINOL\TOCOPHEROL,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
ERGOCALCIFEROL\RETINOL,0.0,13.0,543.0,399958.0,13.0,27.25534089747521,1.6181336719140296,459.0804952219374,1.4408041160186973,0.0,0.0,0.0,0.0,0.0,,,,,13,0,0,,,,,,,,0.017624852065096352,0.06429987466106055,False,False,False,False,False,uncertain,False,,False,,
ERGOLOID MESYLATES\PENTOXIFYLLINE\SILDENAFIL,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ERGOTAMINE,0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,0.0,0.0,0.0,0.0,0.0,,,,,5,0,0,,,,,,,,0.006778789255806289,0.024730721023484822,False,False,False,False,False,uncertain,False,,False,,
ERIBULIN,0.0,101.0,543.0,399870.0,101.0,3.6242969985634073,0.22485705115994964,58.41724182557167,1.4183422168014848,0.0,75.0,543.0,399896.0,75.0,4.872716084734094,0.3016033558889932,78.72379925097798,1.4195377628518973,101,0,0,,,,,,,,0.13693154296728705,0.4995605646743934,False,False,False,False,False,uncertain,False,,False,,
ERIBULIN MESYLATE,0.0,4.0,543.0,399967.0,4.0,81.76786261882857,4.396803636337028,1520.6463399902284,1.491329825634929,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,4,0,0,,,,,,,,0.005423031404645031,0.01978457681878786,False,False,False,False,False,uncertain,False,,False,,
ERIVEDGE,0.0,102.0,543.0,399869.0,102.0,3.5889290282047255,0.22267755543152623,57.84333110954808,1.4183083320561192,0.0,102.0,543.0,399869.0,102.0,3.5889290282047255,0.22267755543152623,57.84333110954808,1.4183083320561192,102,0,0,,,,,,,,0.13828730081844828,0.5045067088790904,False,False,False,False,False,uncertain,False,,False,,
ERLEADA,0.0,365.0,543.0,399606.0,365.0,1.0058092341149036,0.06270983301830982,16.132274106605102,1.415831348352238,0.0,312.0,543.0,399659.0,312.0,1.1765505059797607,0.07333159324705692,18.876871916004458,1.415995207807174,365,0,1,,,,,,,,0.4948516156738591,1.8053426347143922,False,False,False,False,False,uncertain,False,,False,,
ERLOTINIB,0.0,49.0,543.0,399922.0,49.0,7.432605726073987,0.4578488182314348,120.65910335350725,1.421986092438823,0.0,36.0,543.0,399935.0,36.0,10.080162820884425,0.6178696811722233,164.45164019501095,1.4245138423617043,49,0,0,,,,,,,,0.06643213470690162,0.24236106603015126,False,False,False,False,False,uncertain,False,,False,,
ERLOTINIB HYDROCHLORIDE,0.0,8.0,543.0,399963.0,8.0,43.288435521402675,2.4953427032235433,750.9544270091255,1.4558466558860583,0.0,6.0,543.0,399965.0,6.0,56.60823720897318,3.184931829830963,1006.1416354011728,1.468226338295544,8,0,0,,,,,,,,0.010846062809290062,0.03956915363757572,False,False,False,False,False,uncertain,False,,False,,
ERMEZA,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ERTAPENEM,0.0,88.0,543.0,399883.0,88.0,4.156814744359378,0.2576375768804982,67.06750245108155,1.4188523045615178,0.0,32.0,543.0,399939.0,32.0,11.320911471233458,0.6923149197534582,185.12245350012932,1.425696902413117,88,0,0,,,,,,,,0.11930669090219068,0.4352606900133329,False,False,False,False,False,uncertain,False,,False,,
ERTAPENEM SODIUM,0.0,40.0,543.0,399931.0,40.0,9.084500323690756,0.5578778353762961,147.93229072359748,1.4235637621321475,0.0,4.0,543.0,399967.0,4.0,81.76786261882857,4.396803636337028,1520.6463399902284,1.491329825634929,40,0,0,,,,,,,,0.05423031404645031,0.19784576818787858,False,False,False,False,False,uncertain,False,,False,,
ERTUGLIFLOZIN,0.0,9.0,543.0,399962.0,9.0,38.7316612598654,2.2513867255813804,666.3189255331393,1.4515872638364107,0.0,6.0,543.0,399965.0,6.0,56.60823720897318,3.184931829830963,1006.1416354011728,1.468226338295544,9,0,0,,,,,,,,0.01220182066045132,0.044515297842272684,False,False,False,False,False,uncertain,False,,False,,
ERTUGLIFLOZIN\SITAGLIPTIN,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ERYTHROCIN LACTOBIONATE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ERYTHROCIN STEARATE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ERYTHROMYCIN,0.0,198.0,543.0,399773.0,198.0,1.8527803976002168,0.11533264007114576,29.764299157758064,1.4166439959265298,0.0,57.0,543.0,399914.0,57.0,6.398376064957402,0.3949047158918058,103.66859300772721,1.42099744239223,198,0,3,,,,,,,,0.26844005452992903,0.979336552529999,False,False,False,False,False,uncertain,False,,False,,
ERYTHROMYCIN AND BENZOYL PEROXIDE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ERYTHROMYCIN BASE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ERYTHROMYCIN ESTOLATE,0.0,20.0,543.0,399951.0,20.0,17.948324993829516,1.0841296924429007,297.14375718114746,1.4319996209884218,0.0,0.0,0.0,0.0,0.0,,,,,20,0,0,,,,,,,,0.027115157023225155,0.09892288409393929,False,False,False,False,False,uncertain,False,,False,,
