analysis_drug_name,a_psss,b_psss,c_psss,d_psss,total_exposed_psss,ror_psss,lower_ci_psss,upper_ci_psss,se_logror_psss,a_ps,b_ps,c_ps,d_ps,total_exposed_ps,ror_ps,lower_ci_ps,upper_ci_ps,se_logror_ps,total_exposed_psss_for_broad,shock_count_psss,broad_count_psss,pubchem_cid,canonical_smiles,inchikey,in_scope,exclude_reason,n_raw_names_mapped,raw_names_mapped,expected_shock,expected_broad,positive_high_flag,positive_moderate_flag,negative_high_flag,negative_moderate_flag,negative_expanded_flag,faers_signal_class,structure_available,in_scope_bool,usable_for_model,model_label,label_weight
YIMMUGO,0.0,4.0,543.0,399967.0,4.0,81.76786261882857,4.396803636337028,1520.6463399902284,1.491329825634929,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,4,0,0,,,,,,,,0.005423031404645031,0.01978457681878786,False,False,False,False,False,uncertain,False,,False,,
YOHIMBINE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
YONDELIS,0.0,12.0,543.0,399959.0,12.0,29.435841766329347,1.7405639562687212,497.8092171630649,1.442859115317949,0.0,9.0,543.0,399962.0,9.0,38.7316612598654,2.2513867255813804,666.3189255331393,1.4515872638364107,12,0,0,,,,,,,,0.016269094213935093,0.05935373045636358,False,False,False,False,False,uncertain,False,,False,,
YONSA,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
YORVIPATH,0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,5,0,0,,,,,,,,0.006778789255806289,0.024730721023484822,False,False,False,False,False,uncertain,False,,False,,
YTTRIUM,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,0.0,0.0,0.0,0.0,0.0,,,,,3,0,0,,,,,,,,0.004067273553483773,0.014838432614090895,False,False,False,False,False,uncertain,False,,False,,
YTTRIUM CHLORIDE Y-90,0.0,10.0,543.0,399961.0,10.0,35.04284400052569,2.0508136365112293,598.7871807475451,1.448130008625499,0.0,0.0,0.0,0.0,0.0,,,,,10,0,0,,,,,,,,0.013557578511612578,0.049461442046969645,False,False,False,False,False,uncertain,False,,False,,
YUFLYMA,1.0,220.0,542.0,399751.0,221.0,3.352490774907749,0.46928193552886294,23.949769946238,1.0031913947761208,1.0,205.0,542.0,399766.0,206.0,3.597929979299793,0.5034749408633847,25.711508329978223,1.0033571491219009,221,1,1,,,,,,,,0.29962248510663797,1.093097869238029,False,False,False,False,False,uncertain,False,,False,,
YUPELRI,0.0,4.0,543.0,399967.0,4.0,81.76786261882857,4.396803636337028,1520.6463399902284,1.491329825634929,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,4,0,0,,,,,,,,0.005423031404645031,0.01978457681878786,False,False,False,False,False,uncertain,False,,False,,
YUSIMRY,0.0,12.0,543.0,399959.0,12.0,29.435841766329347,1.7405639562687212,497.8092171630649,1.442859115317949,0.0,12.0,543.0,399959.0,12.0,29.435841766329347,1.7405639562687212,497.8092171630649,1.442859115317949,12,0,0,,,,,,,,0.016269094213935093,0.05935373045636358,False,False,False,False,False,uncertain,False,,False,,
YUTIQ,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
YUTOPAR,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
ZADITEN,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
ZAFEMY,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ZAFIRLUKAST,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ZALDIAR,0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,0.0,0.0,0.0,0.0,0.0,,,,,5,0,0,,,,,,,,0.006778789255806289,0.024730721023484822,False,False,False,False,False,uncertain,False,,False,,
ZALEPLON,0.0,8.0,543.0,399963.0,8.0,43.288435521402675,2.4953427032235433,750.9544270091255,1.4558466558860583,0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,8,0,0,,,,,,,,0.010846062809290062,0.03956915363757572,False,False,False,False,False,uncertain,False,,False,,
ZALTRAP,0.0,9.0,543.0,399962.0,9.0,38.7316612598654,2.2513867255813804,666.3189255331393,1.4515872638364107,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,9,0,0,,,,,,,,0.01220182066045132,0.044515297842272684,False,False,False,False,False,uncertain,False,,False,,
ZANAFLEX,0.0,12.0,543.0,399959.0,12.0,29.435841766329347,1.7405639562687212,497.8092171630649,1.442859115317949,0.0,9.0,543.0,399962.0,9.0,38.7316612598654,2.2513867255813804,666.3189255331393,1.4515872638364107,12,0,0,,,,,,,,0.016269094213935093,0.05935373045636358,False,False,False,False,False,uncertain,False,,False,,
ZANIDATAMAB,0.0,15.0,543.0,399956.0,15.0,23.738404012226606,1.418537873202505,397.2483468315911,1.437483410585008,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,15,0,0,,,,,,,,0.020336367767418866,0.07419216307045447,False,False,False,False,False,uncertain,False,,False,,
ZANTAC,0.0,18.0,543.0,399953.0,18.0,19.888783908103136,1.1970138589032668,330.4587682097911,1.4338397681566992,0.0,7.0,543.0,399964.0,7.0,49.06034958601656,2.7984116897526703,860.1014319358002,1.4612240622020198,18,0,0,,,,,,,,0.02440364132090264,0.08903059568454537,False,False,False,False,False,uncertain,False,,False,,
ZANTAC 75,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
ZANUBRUTINIB,0.0,22.0,543.0,399949.0,22.0,16.35283655320454,0.9906946549027411,269.9270274775788,1.430484837795582,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,22,0,0,,,,,,,,0.02982667272554767,0.10881517250333322,False,False,False,False,False,uncertain,False,,False,,
ZARONTIN,0.0,5.0,543.0,399966.0,5.0,66.90081124027766,3.6946177601994172,1211.41585817681,1.477721424501424,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,5,0,0,,,,,,,,0.006778789255806289,0.024730721023484822,False,False,False,False,False,uncertain,False,,False,,
ZAROXOLYN,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,0.0,0.0,0.0,0.0,0.0,,,,,3,0,0,,,,,,,,0.004067273553483773,0.014838432614090895,False,False,False,False,False,uncertain,False,,False,,
ZARXIO,0.0,21.0,543.0,399950.0,21.0,17.11347639117691,1.035309204652157,282.8827106678418,1.4312072018472148,0.0,20.0,543.0,399951.0,20.0,17.948324993829516,1.0841296924429007,297.14375718114746,1.4319996209884218,21,0,0,,,,,,,,0.028470914874386414,0.10386902829863626,False,False,False,False,False,uncertain,False,,False,,
ZAVEGEPANT,0.0,9.0,543.0,399962.0,9.0,38.7316612598654,2.2513867255813804,666.3189255331393,1.4515872638364107,0.0,9.0,543.0,399962.0,9.0,38.7316612598654,2.2513867255813804,666.3189255331393,1.4515872638364107,9,0,0,,,,,,,,0.01220182066045132,0.044515297842272684,False,False,False,False,False,uncertain,False,,False,,
ZAVESCA,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,3,0,0,,,,,,,,0.004067273553483773,0.014838432614090895,False,False,False,False,False,uncertain,False,,False,,
ZAVZPRET,0.0,47.0,543.0,399924.0,47.0,7.745596281411902,0.4768494572521724,125.81384091393677,1.4222851537064765,0.0,36.0,543.0,399935.0,36.0,10.080162820884425,0.6178696811722233,164.45164019501095,1.4245138423617043,47,0,0,,,,,,,,0.06372061900457912,0.23246877762075735,False,False,False,False,False,uncertain,False,,False,,
ZEASORB AF,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,3,0,0,,,,,,,,0.004067273553483773,0.014838432614090895,False,False,False,False,False,uncertain,False,,False,,
ZEAXANTHIN,0.0,34.0,543.0,399937.0,34.0,10.664573417063318,0.6529777619804971,174.17610949410957,1.4250712031474102,0.0,0.0,0.0,0.0,0.0,,,,,34,0,0,,,,,,,,0.046095766939482766,0.1681689029596968,False,False,False,False,False,uncertain,False,,False,,
ZEFIX,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
ZEGALOGUE,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,3,0,0,,,,,,,,0.004067273553483773,0.014838432614090895,False,False,False,False,False,uncertain,False,,False,,
ZEGERID,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ZEJULA,0.0,157.0,543.0,399814.0,157.0,2.335330967713672,0.14523884698029244,37.55035820067136,1.4171067828191577,0.0,155.0,543.0,399816.0,155.0,2.3653792111981113,0.14709929929150076,38.035659175240376,1.4171355953886515,157,0,0,,,,,,,,0.21285398263231747,0.7765446401374234,False,False,False,False,False,uncertain,False,,False,,
ZELBORAF,0.0,39.0,543.0,399932.0,39.0,9.314510963865242,0.5717566797110633,151.7430710906778,1.423783299003431,0.0,29.0,543.0,399942.0,29.0,12.47228415948108,0.7610874149572738,204.38896912199684,1.4267938645253266,39,0,0,,,,,,,,0.05287455619528905,0.1928996239831816,False,False,False,False,False,uncertain,False,,False,,
ZELDOX,0.0,9.0,543.0,399962.0,9.0,38.7316612598654,2.2513867255813804,666.3189255331393,1.4515872638364107,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,9,0,0,,,,,,,,0.01220182066045132,0.044515297842272684,False,False,False,False,False,uncertain,False,,False,,
ZEMAIRA,0.0,52.0,543.0,399919.0,52.0,7.007832829543961,0.43202641712498446,113.67295845852583,1.4215801229455163,0.0,51.0,543.0,399920.0,51.0,7.143925116781737,0.44030410756934113,115.91003853205619,1.4217102034620392,52,0,0,,,,,,,,0.07049940826038541,0.2571994986442422,False,False,False,False,False,uncertain,False,,False,,
ZEMBRACE SYMTOUCH,0.0,10.0,543.0,399961.0,10.0,35.04284400052569,2.0508136365112293,598.7871807475451,1.448130008625499,0.0,10.0,543.0,399961.0,10.0,35.04284400052569,2.0508136365112293,598.7871807475451,1.448130008625499,10,0,0,,,,,,,,0.013557578511612578,0.049461442046969645,False,False,False,False,False,uncertain,False,,False,,
ZENAPAX,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ZENATANE,0.0,195.0,543.0,399776.0,195.0,1.8812259274334908,0.11709706688792881,30.222883323244222,1.416671280613349,0.0,191.0,543.0,399780.0,191.0,1.9205396797182943,0.11953531969598609,30.85675991626018,1.4167089891330733,195,0,0,,,,,,,,0.2643727809764453,0.9644981199159081,False,False,False,False,False,uncertain,False,,False,,
ZENHALE,0.0,126.0,543.0,399845.0,126.0,2.907850958688925,0.18065054866570407,46.80637429779016,1.4176556583701359,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,126,0,6,,,,,,,,0.1708254892463185,0.6232141697918175,False,False,False,False,False,uncertain,False,,False,,
ZENPEP,0.0,71.0,543.0,399900.0,71.0,5.145367052450769,0.3183165956969954,83.17129066574716,1.4197987325712713,0.0,68.0,543.0,399903.0,68.0,5.370751885253057,0.33211952547463586,86.85118940756817,1.4200144249803242,71,0,0,,,,,,,,0.0962588074324493,0.3511762385334845,False,False,False,False,False,uncertain,False,,False,,
ZENZEDI,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ZEPATIER,0.0,7.0,543.0,399964.0,7.0,49.06034958601656,2.7984116897526703,860.1014319358002,1.4612240622020198,0.0,7.0,543.0,399964.0,7.0,49.06034958601656,2.7984116897526703,860.1014319358002,1.4612240622020198,7,0,0,,,,,,,,0.009490304958128803,0.03462300943287875,False,False,False,False,False,uncertain,False,,False,,
ZEPBOUND,4.0,4948.0,539.0,395023.0,4952.0,0.5924666625671361,0.22146519488330654,1.5849747696851277,0.5020556950449584,4.0,4904.0,539.0,395067.0,4908.0,0.5978490165159939,0.22347633841482092,1.5993793753935823,0.5020575006481689,4952,4,7,,,,,,,,6.713712878950548,24.493306101659368,False,False,False,False,False,uncertain,False,,False,,
ZEPOSIA,0.0,351.0,543.0,399620.0,351.0,1.0459065563408758,0.06520488811029276,16.77666439280572,1.4158698312311209,0.0,346.0,543.0,399625.0,346.0,1.0610122781235938,0.06614474369077661,17.019448432544085,1.4158843284787657,351,0,1,,,,,,,,0.4758710057576015,1.7360966158486346,False,False,False,False,False,uncertain,False,,False,,
ZEPZELCA,0.0,50.0,543.0,399921.0,50.0,7.285407197573483,0.44890513428466144,118.23691461902065,1.42184542306528,0.0,50.0,543.0,399921.0,50.0,7.285407197573483,0.44890513428466144,118.23691461902065,1.42184542306528,50,0,0,,,,,,,,0.06778789255806289,0.24730721023484822,False,False,False,False,False,uncertain,False,,False,,
ZERBAXA,0.0,17.0,543.0,399954.0,17.0,21.025338415034827,1.2627501674050474,350.08101117514235,1.4349164727712231,0.0,15.0,543.0,399956.0,15.0,23.738404012226606,1.418537873202505,397.2483468315911,1.437483410585008,17,0,1,,,,,,,,0.023047883469741383,0.0840844514798484,False,False,False,False,False,uncertain,False,,False,,
ZERIT,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ZERVIATE,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ZESTRIL,0.0,90.0,543.0,399881.0,90.0,4.064931104413282,0.2519861276788491,65.5737085046429,1.418764304210074,0.0,0.0,0.0,0.0,0.0,,,,,90,0,0,,,,,,,,0.1220182066045132,0.44515297842272683,False,False,False,False,False,uncertain,False,,False,,
ZETIA,0.0,11.0,543.0,399960.0,11.0,31.995560177592896,1.8830114022506315,543.6588805858489,1.4452677773993903,0.0,8.0,543.0,399963.0,8.0,43.288435521402675,2.4953427032235433,750.9544270091255,1.4558466558860583,11,0,0,,,,,,,,0.014913336362773835,0.05440758625166661,False,False,False,False,False,uncertain,False,,False,,
ZEVALIN,0.0,18.0,543.0,399953.0,18.0,19.888783908103136,1.1970138589032668,330.4587682097911,1.4338397681566992,0.0,16.0,543.0,399955.0,16.0,22.299657104624906,1.3361211561739794,372.17785579251546,1.4361227270979178,18,0,0,,,,,,,,0.02440364132090264,0.08903059568454537,False,False,False,False,False,uncertain,False,,False,,
ZEVTERA,0.0,4.0,543.0,399967.0,4.0,81.76786261882857,4.396803636337028,1520.6463399902284,1.491329825634929,0.0,4.0,543.0,399967.0,4.0,81.76786261882857,4.396803636337028,1520.6463399902284,1.491329825634929,4,0,0,,,,,,,,0.005423031404645031,0.01978457681878786,False,False,False,False,False,uncertain,False,,False,,
ZIAGEN,0.0,4.0,543.0,399967.0,4.0,81.76786261882857,4.396803636337028,1520.6463399902284,1.491329825634929,0.0,3.0,543.0,399968.0,3.0,105.13037192798002,5.423632055238952,2037.82170124158,1.5124670946219358,4,0,0,,,,,,,,0.005423031404645031,0.01978457681878786,False,False,False,False,False,uncertain,False,,False,,
ZICAM COLD AND FLU-LIKE SYMPTOMS,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ZICAM COLD REMEDY NASAL SWABS (HOMEOPATHICS),0.0,4.0,543.0,399967.0,4.0,81.76786261882857,4.396803636337028,1520.6463399902284,1.491329825634929,0.0,4.0,543.0,399967.0,4.0,81.76786261882857,4.396803636337028,1520.6463399902284,1.491329825634929,4,0,0,,,,,,,,0.005423031404645031,0.01978457681878786,False,False,False,False,False,uncertain,False,,False,,
ZICAM COLD REMEDY RAPIDMELTS,0.0,2.0,543.0,399969.0,2.0,147.18288868445262,7.057506052399466,3069.4699459924545,1.5497878650297865,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,2,0,0,,,,,,,,0.0027115157023225155,0.00989228840939393,False,False,False,False,False,uncertain,False,,False,,
ZICAM EXTREME CONGESTION,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ZICAM EXTREME CONGESTION RELIEF,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ZICAM MULTI-SYMPTOM COLD AND FLU NIGHTTIME,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
ZICAM NOS,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,0.0,1.0,543.0,399970.0,1.0,245.30542778288867,9.981486085384947,6028.636656404793,1.633557190077531,1,0,0,,,,,,,,0.0013557578511612578,0.004946144204696965,False,False,False,False,False,uncertain,False,,False,,
