analysis_drug_name,model_label,faers_signal_class,final_descriptor_rf_prob_positive,feature,feature_description,feature_value,shap_value,abs_shap_value
DICLOFENAC,1,positive_high,0.7259640466579866,MolMR,Molar refractivity,77.52650000000003,0.017624776265847745,0.017624776265847745
DICLOFENAC,1,positive_high,0.7259640466579866,NumHeteroatoms,Number of heteroatoms,5.0,-0.00439679821977373,0.00439679821977373
DICLOFENAC,1,positive_high,0.7259640466579866,NHOHCount,Number of NH or OH groups,2.0,0.0008106554365403658,0.0008106554365403658
DICLOFENAC,1,positive_high,0.7259640466579866,fr_piperzine,RDKit fragment count: piperzine,0.0,0.006358604782684031,0.006358604782684031
DICLOFENAC,1,positive_high,0.7259640466579866,fr_ketone_Topliss,RDKit fragment count: ketone_Topliss,0.0,-0.004527973272775561,0.004527973272775561
DICLOFENAC,1,positive_high,0.7259640466579866,HeavyAtomCount,Number of heavy atoms,19.0,0.015607615856834222,0.015607615856834222
DICLOFENAC,1,positive_high,0.7259640466579866,NOCount,Number of nitrogen or oxygen atoms,3.0,0.007648147057769228,0.007648147057769228
DICLOFENAC,1,positive_high,0.7259640466579866,fr_ketone,RDKit fragment count: ketone,0.0,-0.0039570072207074855,0.0039570072207074855
DICLOFENAC,1,positive_high,0.7259640466579866,HeavyAtomMolWt,Heavy-atom molecular weight,285.06499999999994,-0.00675820503841206,0.00675820503841206
DICLOFENAC,1,positive_high,0.7259640466579866,ExactMolWt,Exact molecular weight,295.01668395200005,0.004676399057262153,0.004676399057262153
DICLOFENAC,1,positive_high,0.7259640466579866,fr_para_hydroxylation,RDKit fragment count: para_hydroxylation,2.0,0.02548117704511833,0.02548117704511833
DICLOFENAC,1,positive_high,0.7259640466579866,MolWt,Molecular weight,296.153,0.005723023268791288,0.005723023268791288
DICLOFENAC,1,positive_high,0.7259640466579866,fr_C_O,RDKit fragment count: C_O,1.0,0.0022612459993248237,0.0022612459993248237
DICLOFENAC,1,positive_high,0.7259640466579866,fr_benzene,RDKit fragment count: benzene,2.0,-0.0003919394184131471,0.0003919394184131471
DICLOFENAC,1,positive_high,0.7259640466579866,fr_Al_OH_noTert,RDKit fragment count: Al_OH_noTert,0.0,-0.0025651459542141847,0.0025651459542141847
DICLOFENAC,1,positive_high,0.7259640466579866,fr_C_O_noCOO,RDKit fragment count: C_O_noCOO,0.0,-0.001819686773720869,0.001819686773720869
DICLOFENAC,1,positive_high,0.7259640466579866,NumRotatableBonds,Number of rotatable bonds,4.0,0.0072325479247116655,0.0072325479247116655
DICLOFENAC,1,positive_high,0.7259640466579866,fr_Al_COO,RDKit fragment count: Al_COO,1.0,0.022800462852326286,0.022800462852326286
IOPROMIDE,1,positive_high,0.9249039658048359,MolLogP,Calculated octanol/water partition coefficient,-0.40650000000000075,0.04144635885766375,0.04144635885766375
IOPROMIDE,1,positive_high,0.9249039658048359,FractionCSP3,Fraction of sp3 carbons,0.5,0.033190903220228885,0.033190903220228885
IOPROMIDE,1,positive_high,0.9249039658048359,RingCount,Number of rings,1.0,0.014580790345529842,0.014580790345529842
IOPROMIDE,1,positive_high,0.9249039658048359,TPSA,Topological polar surface area,168.66,0.04414616231122448,0.04414616231122448
IOPROMIDE,1,positive_high,0.9249039658048359,fr_NH0,RDKit fragment count: NH0,1.0,0.009123315759237572,0.009123315759237572
IOPROMIDE,1,positive_high,0.9249039658048359,fr_Al_OH,RDKit fragment count: Al_OH,4.0,0.036312364320242554,0.036312364320242554
IOPROMIDE,1,positive_high,0.9249039658048359,fr_bicyclic,RDKit fragment count: bicyclic,0.0,0.008495570124799519,0.008495570124799519
IOPROMIDE,1,positive_high,0.9249039658048359,NumHDonors,Number of hydrogen-bond donors,6.0,0.03192084240228469,0.03192084240228469
IOPROMIDE,1,positive_high,0.9249039658048359,NumAromaticRings,Number of aromatic rings,1.0,0.007963935003033842,0.007963935003033842
IOPROMIDE,1,positive_high,0.9249039658048359,BalabanJ,BalabanJ,3.574175619008149,0.009630975887921618,0.009630975887921618
IOPROMIDE,1,positive_high,0.9249039658048359,NumHAcceptors,Number of hydrogen-bond acceptors,8.0,0.007856449753135777,0.007856449753135777
IOPROMIDE,1,positive_high,0.9249039658048359,BertzCT,BertzCT,855.4941704672899,0.0019293205338435275,0.0019293205338435275
