roc_auc,pr_auc,balanced_accuracy,accuracy,sensitivity,specificity,precision,f1,mcc,brier,tn,fp,fn,tp,threshold,model,fold,threshold_type,n_train,n_test,n_train_pos,n_test_pos
0.42118226600985215,0.6203879702395967,0.49137931034482757,0.49218749999999994,0.5,0.4827586206896553,0.5384615384615387,0.5185185185185186,-0.017167540087486714,0.3958933790427594,4.0,5.0,6.0,6.0,0.5,logistic_l2,13,fixed_0.5,85,21,47,12
0.42118226600985215,0.6203879702395967,0.5714285714285714,0.5312499999999999,0.14285714285714285,1.0,1.0,0.25,0.2649866367867345,0.3958933790427594,9.0,0.0,10.0,2.0,0.9807516595212453,logistic_l2,13,train_youden,85,21,47,12
0.7844827586206896,0.8431899194575678,0.7025862068965517,0.7101449275362318,0.75,0.6551724137931036,0.7500000000000001,0.75,0.4051724137931033,0.20996001722696508,6.0,3.0,4.0,8.0,0.5,logistic_l2,14,fixed_0.5,85,21,47,12
0.7844827586206896,0.8431899194575678,0.625,0.5652173913043478,0.25,1.0,1.0,0.4,0.3505443708465496,0.20996001722696508,9.0,0.0,10.0,2.0,0.9787079023208332,logistic_l2,14,train_youden,85,21,47,12
0.8373205741626794,0.818737409820631,0.673444976076555,0.6793893129770993,0.6363636363636364,0.7105263157894737,0.6140350877192983,0.625,0.3453238495627197,0.1671455346484798,7.0,3.0,4.0,7.0,0.5,logistic_l2,15,fixed_0.5,85,21,48,11
0.8373205741626794,0.818737409820631,0.5454545454545454,0.6183206106870228,0.09090909090909091,1.0,1.0,0.16666666666666666,0.23416672443806924,0.1671455346484798,10.0,0.0,10.0,1.0,0.97831606181638,logistic_l2,15,train_youden,85,21,48,11
0.7058823529411764,0.7231132397772764,0.6785714285714286,0.6811594202898551,0.8571428571428571,0.5000000000000001,0.6382978723404257,0.7317073170731708,0.3831379577476435,0.2491049801329374,5.0,5.0,2.0,10.0,0.5,logistic_l2,16,fixed_0.5,84,22,47,12
0.7058823529411764,0.7231132397772764,0.5273109243697479,0.5217391304347826,0.14285714285714285,0.911764705882353,0.625,0.23255813953488372,0.08529625527578685,0.2491049801329374,9.0,1.0,11.0,1.0,0.9790817521180329,logistic_l2,16,train_youden,84,22,47,12
0.7013888888888888,0.8048146672190084,0.5902777777777777,0.5970149253731343,0.625,0.5555555555555556,0.6756756756756758,0.6493506493506495,0.178098902914137,0.24223040272705512,5.0,4.0,5.0,7.0,0.5,logistic_l2,17,fixed_0.5,85,21,47,12
0.7013888888888888,0.8048146672190084,0.5,0.40298507462686567,0.0,1.0,0.0,0.0,0.0,0.24223040272705512,9.0,0.0,12.0,0.0,0.9782406054677707,logistic_l2,17,train_youden,85,21,47,12
