scenario,split_type,threshold_type,metric,n,mean,sd,median,q025,q975
no_low_weight_labels,scaffold,train_youden,brier,93,0.25139606580450724,0.051411825921635936,0.2413009910552821,0.1780400008228582,0.3369655889360187
no_negative_expanded,random,fixed_0.5,roc_auc,100,0.8729644286708765,0.10218529579824605,0.8962962962962964,0.6470695970695971,1.0
no_negative_expanded,random,fixed_0.5,pr_auc,100,0.9566603818266914,0.03986747555341048,0.969824568690621,0.8451998184162686,1.0
no_negative_expanded,random,fixed_0.5,balanced_accuracy,100,0.5358895757020757,0.0757056976301071,0.5,0.4642857142857143,0.6923076923076923
no_negative_expanded,random,fixed_0.5,accuracy,100,0.7580244231298856,0.048731486355446475,0.7425742574257425,0.6770833333333333,0.8346622032866706
no_negative_expanded,random,fixed_0.5,sensitivity,100,0.994312728937729,0.019425764424152205,1.0,0.9285714285714286,1.0
no_negative_expanded,random,fixed_0.5,specificity,100,0.07746642246642246,0.14918640396010116,0.0,0.0,0.4160256410256405
no_negative_expanded,random,fixed_0.5,precision,100,0.7570732179304659,0.043014532400329424,0.7425742574257425,0.6989247311827956,0.8513652912621354
no_negative_expanded,random,fixed_0.5,f1,100,0.8588938169631452,0.02853126947383342,0.8522727272727272,0.8074534161490683,0.9039509100230709
no_negative_expanded,random,fixed_0.5,mcc,100,0.1050703686062108,0.22614822924723457,0.0,-0.1409234927934397,0.5510387687779839
no_negative_expanded,random,fixed_0.5,brier,100,0.15651392242110707,0.024007358789287087,0.1538091057666227,0.10353887512095132,0.1964918349966281
